text,label
@svershbow @billmaher  continues to try sooooo hard to remain relevant. #MSM is the only one who cares #LowRatings #LowIQ #DrugAddict #SexFiend #DoucheBag,offensive
@ChrisStewart717 traitor. #Utah can do better. Let’s start with finding candidates that aren’t traitors. #DrainTheSwamp #Election2020 #TrumpIsATraitor https://t.co/7zl5Kds4fx,offensive
#ShameOnICC #CWC19 #INDvPAK  ICC: We are sorry to Tell all The Cricket Fans that there shall not be any cricket to be played on 16th at Manchester due to Rain. But we are looking to Remove Insignia Badges and Other Things which players wear But sorry no Correct Venue https://t.co/xco5rk6WIw,offensive
"If you Chant Jai Shri Ram, you will be arrested.    If you support BJP, you will be killed.    If you make cartoon, you will be arrested.    If you fight for your rights, you will be stoned.    This is not Pakistan but West Bengal.    #SaveTheDoctors  #DoctorsFightBack   #SaveBengal",offensive
"@TheRealOJ32 Get lost, butcher.      #Murderer https://t.co/ZCRKpuue6k",offensive
@GOP At least Warren has a plan and isn't a traitor.  #GOPTraitors  #TrumpIsATraitor https://t.co/9LslPSbVED,offensive
#CrookedTrump circles the# OANN drain https://t.co/OVrUbZUDDp   #TrumpIsATraitor,offensive
"@Shawnglade @LucyLettis Imagine being suckered in by a sociopathic, narcissistic, cheesy game show host and failed businessman. #TrumpForPrison2020   #fucktrump #HappyJohnMcCainDay https://t.co/ivYnbU0Zwm",offensive
@_TheRealOJ32 @LD_Allan I think you are a #murderer,offensive
@realDonaldTrump She's lying like you've trained her to.    #ImpeachTrump   #ImpeachmentInquiryNow   #TrumpIsARacist  #TrumpIsATraitor,offensive
@realDonaldTrump @senatemajldr @MarkWarner SHAME ON YOU #WorstPresidentEver   you &amp; your little crooked  Lying @senatemajldr  are destroying America #NervousDonald  #TrumpCrimeFamily  #TrumpIsATraitor  #mitchmustgo  #DelusionalDonald   must go #JohnMcCainDay  yes it's #JohnMcCainDay  he is an American Hero trump is not!,offensive
@Salon @realDonaldTrump isn't only a gangster but #DelusionalDonald #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpsWorseThanNixon #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsAMoron #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat that's why #TrumpCrimeFamilyMustGo https://t.co/ecp9b3CAeb,offensive
@realDonaldTrump FAKE post from the FAKE/ILLEGITIMATE President!    #TrumpIsATraitor   #TrumpIsADisgrace   #ImpeachTrumpNow,offensive
#TrumpIsATraitor &amp; engaging in criminal activities while the GOP Senate condones it &amp; remain silent! https://t.co/Im7FUcfTdP,offensive
@realDonaldTrump   #realdonaldtrump #fucktrump #trump2020  TODAY'S BATCH OF LIES FROM LYING BAG OF CRAP PREZTER THE MOLESTER    COMING ON TWITTER ANY MINUTE https://t.co/ZxJUPsMbI3,offensive
"Stupid,stupid,stupid #murderer https://t.co/5lXRpWjxpf",offensive
"Hey @realDonaldTrump  @GOP  Your economy is tanking!  Cuz everything u touch...dies  GOP LOL fiscal responsible party? Happy Fathers Day, losers  #gopsucks  #TrumpIsATraitor  #TrumpResignNow  #TrumpLiesMatter  https://t.co/f1wfp94N23",offensive
"Police brutality is what brought @PunjabGovtIndia under @Akali_Dal_ and @BJP4India down and wiped it out from Punjab.  Those who didn't learn, repeated same in Delhi. 😂  Agle election mein karaara jawaab milega. #FuckBJP #FuckDelhiPolice #FuckNDA",offensive
@bringbackjackie @fauxmodoe @ofatlantis_sara @Sully4201 @RadioGunk @ARM34 @fillmorefingers @Nick__Manning @SmokeyMartling @BenjamenXXX @UncleLarry112 @1Rapscallion @eazy_dean @moongoddess422 @mophorex @HowardStern .LOL. I'd pay A LOT of money to see @howardstern all decked out in his Lance Armsrong gear struggling on the side of the road with his pony tail hanging out his stupid bike helmet as he trekked his way to @JackieMartling's house. #DoucheBag,offensive
We need to claim “Love it or leave it” as ours.  Say it to people who support the treason traitor occupying the White House.  #loveitorleaveit #ImpeachmentHearingsNow #TrumpIsATraitor,offensive
#NormPattis is a scumbag attorney.  A mother of 5 is murdered and you act like a pompous arrogant prick. Good job douche your mother must be so proud of u. #fotisdulos GUILTY #DEATHPENALTY #MURDERER,offensive
@SpeakerPelosi @LeaderHoyer @SenSchumer @DNC @DNCWarRoom Let's get this going. Now is the time! #ImpeachTrumpNow #ImpeachmentInquiryNow #ImpeachTrump #ImpeachBarr #ImpeachBarrNow #TrumpIsATraitor #TrumpCrimeFamily #TrumpConcentrationCamps https://t.co/mv5SbUzMU9,offensive
"To all my fellow #Resisters followers and to those still out there, you guys/gals rock my socks off!!    #JohhMcCainDay   #FuckTrump  #ImpeachmentInquiryNow   #TheResistance    https://t.co/MtSD9ye5ng",offensive
@realDonaldTrump @RepAdamSchiff Just more lies from the Putin-installed #LiarInChief   #TrumpRussia   #TrumpIsATraitor,offensive
"#Pakistan's foreign exchange reserves are very low now. The #TerroristNationPakistan to face bankruptcy soon under the leadership of @ImranKhanPTI. Now, this seasoned beggar will again start begging for alms from rich countries. Now no one can save Pakistan from destruction. https://t.co/2imb71rbr6",offensive
"@realDonaldTrump Don look in your own back yard, how many have died in your country due to your pathetic gun laws. #dickhead",offensive
@TheRealOJ32 Awesome! Can you teach me how to murder someone with a knife? #murderer,offensive
@realDonaldTrump hope you have a shitty birthday full of tweets demanding your impeachment. You're a piece of shit!!! #FuckTrump,offensive
MAGAts will be wishing the gobshite happy bday today. This day should be used to celebrate a man with honor not a traitor to our country. June 14th is #HappyJohnMcCainDay plz tweet n keep retweeting these 2#'s #JohnMcCainDay to keep them trending all day #fuckTrump n his bday https://t.co/ecW6eVEQty,offensive
How much would you be willing to pay to see Trump get the shit kicked out of him? #fucktrump,offensive
Watch as #TraitorTrump's face goes from orange to red. #TrumpLiesEveryTimeHeSpeaks #TrumpIsATraitor #CallTheFBI #HappyJohnMcCainDayJune14 https://t.co/T1UhTve4EU,offensive
@realDonaldTrump @PressSec is the biggest liar. Donnie this is the only good news you’ve giving. Now is time for you to leave too. #FuckSarahSanders #FuckTrump https://t.co/M1TdXBNsvy,offensive
Such Bugs (like) #Didi are highly disruptive &amp; detrimental to the health of a functional #Democracy called India!     @Shehzad_Ind @amitmalviya @MamataOfficial #WestBengal #DoctorsStrike #DoctorsFightBack https://t.co/twAPIAU6JD,offensive
"Absolutely brutal,what them young kids went through. For no reason, they suffered because of politics #fucktrump who wants to kill kids of America who were innocent #whentheyseeus",offensive
"@realDonaldTrump You get dumber by the minute, it’s flabbergasting #IdiotInChief #UnfitToBePresident #UnfitForEverything #FuckTrump https://t.co/t1Qy18fbYS",offensive
This will be literally the only thing I am interested in Washington on the 4th of July! No #donnie2tits #TraitorTrump ruining a holiday celebrating the #UnitedStates and not the countries he sold us out to! #TrumpCrimeFamily #TrumpIsATraitor #TrumpIsANationalSecurityThreat https://t.co/9CobIuEVry,offensive
@GOP @realDonaldTrump We wouldn't have to give bailouts to farmers if it wasn't for trump's tariffs. #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45,offensive
@realDonaldTrump Firing your own pollsters who show you behind is bush league. You are the one who can’t win an election fairly. #TrumpIsATraitor #TrumpIsACriminal #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople,offensive
So OJ Simpson joins Twitter. Instead of blocking his followers he kills them then?! #Killer #Murderer #SaturdayThoughts,offensive
"@AndyRichter Sarah, you will be remembered for being every bit as crooked as your gaze. Sorry.  #SarahHuckabeeSanders #SarahSanders #SarahSandersResigns #GOPTraitors #GOP #Treasonous #TrumpIsATraitor #Trump #TrumpIsALiar",offensive
@adamcbest @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,offensive
@realDonaldTrump Stop with the #TrumpTantrum   Why are you #NervousDonald   is it because you ARE QUILTY OF TREASON?   #TrumpIsATraitor   #TrumpLiesMatter   #TrumpIsAFraud    the world is watching   #TrumpCrimeSyndicate   #TrumpCriminalInvestigations  will happen!  #TrumpIsNotAboveTheLaw,offensive
@GovPhilScott Except now we kill them in the womb up until birth. What is wrong with you?! #RINO #BABYKILLER #MURDERER #GODLESS #GUTLESS #CCOT #TCOT,offensive
@MamataOfficial You r the first CM of a State who became the Satan &amp; villain of entire country by humiliating the entire medical fraternity by calling the Doctors protesting against the murderous assault on their colleague as criminals. Shame. #DoctorsFightBack,offensive
"Trump a national security threat.  Trump a disgusting SOB. Trump a national embarrassment.   Trump a treasonous traitor.    Trump a delusional piece of shit, whom only a handful of deplorables like.  Trump a treasonous traitor. #TrumpIsATraitor #ImpeachTrumpNow https://t.co/Dyzg7iJa95",offensive
"@RealRandallPink Would you expect anything less from a #PathologicalLiar, no not me... #FuckTrump https://t.co/iSUcEuH6hp",offensive
@realDonaldTrump America NEEDS a new President ASAP... Trump is a DISASTER... Has been getting worse and worse!!!!  #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,offensive
@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,offensive
@DonaldJTrumpJr Your father has no brain function.  Any opinion on that?  #FUCKTRUMP  #25thAmendmentNow,offensive
"Russian college drop out, fold out model &amp; escort, really not even... what a laugh to even assume this #Russian compares 2 anything but a street walker with @realDonaldTrump as her pimp! #NoMiddleGround #TrumpIsATraitor #Securityclearence #Resist https://t.co/HyeCUeECZj",offensive
@TheRealOJ32 welcome! If you start having chest pains please remember to start filming so we can all enjoy the show in case you croak. #murderer,offensive
Here’s another.... #borisbehindbars #borisjohnson #BorisJohnsonShouldNotBePM @BorisJohnson_MP @BorisJohnson @Conservatives https://t.co/eXnsmZbUAn,offensive
Shame on @Uppolice …..There should be an honour killing organized to cut throats of these mental @Uppolice officers &amp; #MafiaCM &amp; #Murderer @myogiadityanath  ……..may Human Urine fall on yogi's mouth &amp; on upPolice b4 GauMutra….❗️❗️‼️,offensive
"@TheRynheart Bad enough they choose to work for a #rapist, but if  they're also #TRAITORtrump supporters, they're useless.",offensive
#IdiotTrump has complete meltdown after someone coughs -  https://t.co/OAZH2ghTOP,offensive
I heard Sleepy Joe Biden has been insulting me on the trail. What a loser! He hasn’t even BANKRUPTED 18 companies yet!  #sad #MAGA     #resist #Resistance #FuckTrump https://t.co/Gpb2mSSOM9,offensive
"@realDonaldTrump The video starts out very appropriate!  Trump IS A CARTOON! 🤡    Trump won because he was INSTALLED BY PUTIN &amp; has been defending Putin, and other MURDEROUS DICTATORS ever since!    #TrumpIsATraitor   #NotMyPresident https://t.co/XpRSILRSHZ",offensive
⚡️“IMA Scam: Who is Md Mansoor Khan? The Fraudster behind IMA Ponzi Scam” ⚡️    #IMAScam #IMAFraud #MansoorKhan #Bengaluru #PonziScheme    https://t.co/EIjWs833kx,offensive
@GableSteveson I hope u get gang banged if prison have a nice life thank god I didn’t get a picture with u #rapist,offensive
"Once again, you're an idiot an imbecile and a liar. You know nothing about the Constitution, you worthless colluder with foreign adversary. #FuckTrump #ImpeachTrumpPence https://t.co/qewwRRRyce",offensive
"@realDonaldTrump @VP #fucktrump Take Nixon, add sexual assault, add misogyny, add pedophilia, add bigotry, add homophobia, add hatred, add racism, add fascism, add despotism, add nepotism, add treason, add climate denial, add Twitter, subtract 50 IQ points, and you have Trump today.",offensive
How @realDonaldTrump supporters are made. #TrumpTantrum #TrumpLiesMatter #TrumpIsACriminal #TrumpIsATraitor https://t.co/qicy0JJnMJ,offensive
"@realDonaldTrump @MarshaBlackburn You are happy because you have already committed #Treason, Right?    You have asked for and accepted 'dirt'.You have accepted a Bribe from them all! And you will continue to do It!  You have always been Corrupt!   #LockhimUp  #TrumpCorruption   #TrumpIsATraitor   #ImpeachTrumpNow",offensive
"@realDonaldTrump have you watched the DOC Skinheads,  You are their mascot.  You emboldened the racists and you are responsible alongside of them for their crimes  #resignindisgrace #racist #mysoginistic #homophobic #rapist #liar #traitor",offensive
She’s probably lying about leaving so people don’t notice trump selling arms to country that attacked USA on 9/11.  #TrumpTreason #TrumpResignNow #TrumpIsATraitor https://t.co/xMxygYAvuL,offensive
@marcorubio Mohamed Bin Salaam - #murderer #liar    Iranian Clerics- murderers liars    Don Trump - #compulsiveliar #cheater #thief     See the problem? It was bound to happen.,offensive
@funder #JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.    'preciate it. #AmericaFirst #Douchebag https://t.co/x1FHRQtl0H,offensive
"He will metaphorically hang himself all on his own ! As he is an incompetent, overconfident, xenophobe with delusions of grandeur. Just give him time. #BorisJohnsonShouldNotBePM #SocialistAnyDay https://t.co/F9PGkL1loy",offensive
Trump is the biggest traitor in American history. RT if you agree. #TrumpIsATraitor,offensive
@RudyGiuliani @realDonaldTrump FFS!  What are babbling about now?? You’re delusional! #TrumpsWorseThanNixon #MAGAStupid #TrumpIsADisgrace #TrumpIsATraitor https://t.co/DtIY0LCLyP,offensive
@AOC You just need to stop lying and go back to being a bartender! Hyde is about abortion! #MURDERER,offensive
बाप तो बाप होता है!! 🇮🇳🇮🇳🇮🇳  Foul mouthed scum from #TerroristNationPakistan is suddenly silent..   #IndiaVsPakistan #INDvPAK  #PakVsIndia #indiavspak  #PKMKB  #FathersDay,offensive
Mamta is pissed off at the doctor because someone told her their handwriting is more ligible than her artworks! @MamataOfficial @AITCofficial  #DoctorsUnderOppression  #DoctorsFightBack   #MamataLosingControl #SaveBengal #Savethedoctors,offensive
@_REALOJ32 You should be in jail #ratio #murderer,offensive
"@GlenC30897921 @webblakewoman @realDonaldTrump Lol..u amuse me  But I'm done with you. Unlike u i have a life, i don't live in my parents basement.    #Dickhead   #Trumponeanddone #DumpTrump2020 https://t.co/hVWoPNUngi",offensive
Happy..... #JohnMcCainDay @realDonaldTrump  thought I was gonna say birthday huh? #fuckyourbirthday #fucktrump #yourmomshouldveswallowedyou,offensive
Just a reminder of what an arse Johnson is. He will never be my PM. #BorisJohnsonShouldNotBePM https://t.co/8vlWsQcfth,offensive
@neal_katyal @MiaFarrow He's not even fit to be an American! #TrumpIsATraitor,offensive
@TheRealOJ32 #Murderer isn’t it time for you to violate your parole again?,offensive
@cassk310 R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,offensive
"@The_OJSimpson32 OJ, you are by far the greatest running back / murderer (allegedly) of all time!    #OJSimpson #OJ #THEJUICE  #THEJUICEISLOOSE #Run #Juice #Knife  #MURDERER? #REDRUM #Cutthroat #Killer  #Throat #slasher    #NicoleBrownSimpson #RonGoldman    The killer is on some #Golf course    #USOpen https://t.co/IPEBMRyuuX",offensive
You have to take this for exactly what it is. Trump is a traitorous POS. He only cares about one thing and it's not our country our it's people. He holds the highest office in the land by title only and he throws OUR country UNDER THE FUCKING BUS DAILY FOR HIS EGO. #FuckTrump https://t.co/kF3OuTPutH,offensive
@edgonzal1976 @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,offensive
"@Miriam2626 #HappyJohnMcCainDay #JohnMcCainDay  John McCain = war hero, President Pinocchio @realDonaldTrump draft dodger and  traitor #TrumpIsATraitor #",offensive
@HittsVora @RahulGandhi True to character. RaGa Begins another term of buffoonery #congressmuktbharat only way forward for the nation,offensive
If you make caricature of CM you will be arrested    If you chant Jai Shree Ram you willl be put in jail    If you stage protest for your rights you will be attacked    But still in .@MamataOfficial ‘s Bengal   DEMOCRACY is not in Danger &amp; Khan Market Gang is Silent    #DoctorsFightBack,offensive
@AprilDRyan Isn’t that MURDERERs 15 minutes over already?? #OJisaKiller #murderer,offensive
#TraitorTrump Admits He Would Commit A Felony To Win The 2020 Election #TrumpIsATraitor #VoteBlue2020  https://t.co/cQajNLGVTM,offensive
"Non supporters... (AKA non-idiots),  will demand @realDonaldTrump serve at least one life term in prison.  #TrumpIsATraitor #TrumpIsAMoron https://t.co/EnrDTMTx8J",offensive
"@MamataOfficial #mamtalosingcontrol #MamataBanerjee   #DoctorsFightBack    Despite of her all heroics in the past..sadly mamta di will be remembered as an arrogant,ignorant,desperate and miss mayhem for all time to come. :(",offensive
😂😂🤙🏽🤙🏽😰😰 Buy a #fucktrump #hat today. I took the price down &amp; #freeshipping CLICK on LINK in my bio. Or PRE-Order a #chingatrump hat ! 🤙🏽🤟🏾👊🏽💪🏾 #peaceout #forthewin #imissobama #dumptrump #resist #impeach #etsy… https://t.co/UR1FktTpt9,offensive
The behaviour of Mamata is akin to a stock trader. Having lost money in a trade carries out more for desparate win unmindful of the fact that he/she  is losing more and more. Time to get a good advisor #DoctorsFightBack,offensive
"@realDonaldTrump Did they give you research on your opponents, or were you conducting legitimate state business?    The fact that you don't understand this simple concept demonstrates how unqualified you are for this job.    #ImpeachTrump   #TrumpIsADisgrace   #idiotTrump",offensive
@joeyndavid @realDonaldTrump That goes double for me #douchebag of the United States I love America. and we shall rise once again. NO ONE get complacent hit those polls even Most disastrous. I wantt a newly elected President,offensive
@TheRealOJ32 Getting even with who???  Encore going to be getting even by killing your kids too??  #douchebag,offensive
Trump shitting on McCain post mortem is about the scummiest thing I can think of.  #whatadouche #democratsneedtogetheirshittogether #fucktrump,offensive
@CarlBanksGIII They need to use it to block Trump's fat mouth #fucktrump,offensive
@DonaldJTrumpJr This tweet coming from a criminal...irony at it's best.  #Fucktrump and his vile offspring.,offensive
"@sgtilltwtr Oh my god, there are mashed potatoes where your brains should be. You vote for a man who claims to have fallen in love with DICTATOR Kim Jong Un, yet you whine about gay rights. #Deplorables #fucktrump",offensive
The pretending president says nothing. SMFH    #FUCKTRUMP https://t.co/F88VMrdrRM,offensive
@DanScavino @realDonaldTrump Life in GITMO for traitor Trump and all the GOP co-conspirators!  #TrumpIsANationalSecurityThreat   #TrumpIsATraitor   #GOPComplicitTraitors   #GOPCoverUp   #GITMO4U   #GOPTreason https://t.co/N6pRLJ7Kai,offensive
#DoctorsFightBack  @MamataOfficial playing dangerous card game as divide n rule strategy.   During Communist rule - Women card.   During election n festivals - Religion card.   Now Doctors protest - Language card.   MEME-ta BAN-HER-jee herself seen as JOKER (Victim card)   #SaveBengal,offensive
@maggieNYT @jaketapper Trump is a pathological liar..  He thinks most Americans are stupid SMH..  #LiarInChief #ConMan #DoucheBag #ImpeachTrump #Resist https://t.co/VjkNazZk61,offensive
@atrupar Pompeo is the ultimate sycophantic toad. #MikePompeo #TrumpIsATraitor,offensive
"Agreed! @realdonaldtrump is, indeed, the shit pit this country does not need! #ImpeachTrumpNow #TrumpIsATraitor #TrumpIsADisgrace https://t.co/MHI4SKHQQo",offensive
@Eleven_Films lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer,offensive
East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,offensive
"Don't forget!!!!! Donald Trump mocked and HATED George H.W. Bush, and 100% GLAD for his death. We must IMPEACH and LOCK up all Trumps to preserve the sanity of AMERICA!!!!   #NeverTrump  #FUCKTRUMP  #VOTEblue",offensive
"@TheRealOJ32 This POS needs to lose his cocky, self assured, fake smile. He is the murderer of 2 people, and, a convicted felon. How sickening to see his smarmy lounge act yet again. #murderer",offensive
"@realDonaldTrump Sure, the 1% would never have had their pockets bulge without #TraitorInChief around. Great job #DerangedDonald     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",offensive
Took a shit at Trump Tower and purposefully missed the toilet. I'm a hero. Where's my holiday? #FuckTrump #NYC — at Trump Towers at 5th Ave https://t.co/uAxyZl6i3X,offensive
".@borisjohnson “You are a nasty piece of work, aren’t you?”   https://t.co/WecD70J5Tw  #BorisJohnsonShouldNotBePM",offensive
#TN #CoffeeCounty #DistrictAttorney #CraigNorthcott says in a video he doesn't treat #LGBTQ domestic violence cases the same as others. Also accused of #AntiMuslim comments &amp; bias. https://t.co/lZtpYOQxGv via @HuffPostPol,offensive
WE CAN SENTENCE A MAN 25 YEARS FOR A DRUG THAT’S NOW LEGAL IN STATES BUT THIS MAN WILL ONLY DO 8 MONTHS FOR A CRIME THAT HE LITERALLY COMMITTED AGAINST ANOTHER PERSON #MichaelWysolovski #rapevictims #revolt #rapist #stopabuse #protectourchildren #nojusticenopeace https://t.co/rq1HmW4T78,offensive
"IMPEACH TRUMP! WTF is wrong  with you, you senile old man?! #TrumpRussiaCollusion #trump #NotMyPresident #resist #ImpeachTrump #FuckTrump #ImpeachTrumpNow Trump tries damage control after offer to foreign spies  https://t.co/tbunEQcs2K",offensive
"We dont need to check the birth date of a #rapist , if he is matured enough to #rape then he is also matured enough to #hanged.....",offensive
@csfraw @marklevinshow Clinton lied under oath about his extramarital affair. And he did it in the Oval Office. Disgusting human.    #billclinton  #rapist    https://t.co/ogiIQhif22,offensive
"@realDonaldTrump Yes impeachment is legal, we have seen it before. You will not be the first president impeached.  #ImpeachmentInquiryNow   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsGuilty   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople",offensive
"@realDonaldTrump ORANGE HITLER TRUMP CALL FOR MORE HATE SPEECH.    TRUMP LOVES TO SEE FULL TILT CRAZY CRAP FROM THE KKK, NAZIS, GOP,  QANON    TRUMBO SEZ HATE SPEECH US GREAT SPEECH  #FUCKTRUMP #TRUMP2020 https://t.co/GI7BeY2AhE",offensive
"@LindseyGrahamSC @realDonaldTrump @LindseyGrahamSC is definitely #UnfitForOffice!    Convenient, isn't it Graham, that Trump backed out of the Iran agreement, even though there were no violations reported?!    AND NOW, Trump has jumped aboard the #USSTrumpFail, accompanied by Putin &amp; Saudi Arabia!  #TrumpIsATraitor",offensive
America doesn't want you to have a happy birthday president tRump.  America wants you in JAIL!     #TrumpisaTraitor   #UnfollowTrumpForHisBirthday  #JohnMcCainDayJune14th https://t.co/mYyTKZoScb,offensive
#DoctorsFightBack   #DoctorsProtest     NOW THE  BLOOD  IS  ON  DOCTOR'S  HAND https://t.co/u4nwVzc8Cw,offensive
"They are not human n they have no right to live in our society, u know wht, it boils d single drop of blood whn u hear rape of 2 year, 3 year , 5 year , 8 year old kids ...😔😣  #KathuaRapeVerdict   #twincle  #rapist  #justice  #hangRapist  😣😐😔",offensive
@KNX1070 I hope they eat her alive. She is guilty as sin &amp; has a hell of a lot of nerve returning to the very country where she committed her infamous crime. #Murderer #MeredithKercher #KeepHer https://t.co/N5PVoVj1pP,offensive
#stopZakirNaik   #terrorism  #terrorist   #terroristNationPakistan  He says that if you give your life for allah then you would got to jannat which motivates suicide bombers of many terrorist organisation,offensive
#WorldElderAbuseAwarenessDay  Monday tens of thousands  IMA members will abuse Elders and let many of them to die without medicine just to ensure more votes in Bengal for their party!   #inhumanityByDoctors #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest   #MetroMan ?!,offensive
#Peace and #Liberty for #Uyhgur !  #PleaseHelp #FreeUyghur #SaveUyghur #MeTooUyghur #PrayForUyghur #EastTurkistan #FreedomForEastTurkistan #Turkistan #Freedom #HumanRights #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina #ウイグル #RT  https://t.co/NqNqUGAQ7l,offensive
Hey @potus   He MURDERERS people who disagree with him   And that makes him your hero?!?  WTF....you sad pathetic orange buffoon!!!  #FUCKTrump #ImpeachTrumpNow https://t.co/fdVIFM5CuR,offensive
"That whole birthday ego stroke session in the rose garden, as that #FatRat was looking around with that big smile on his face, was #Disgusting. #Puke #SMMFH #FuckTrump 🤮",offensive
"@JamesBlunt hey James your music still sucks, anyone can come up with that “your beautiful” hahaha #dickhead #lol",offensive
“the swamp” in Moscow trying to buy his way into Putin’s good graces and make some money....     so basically just like his presidency only this time it’s Treason 🇺🇸  #TrumpIsATraitor https://t.co/RJrtfxFPYI,offensive
"@realDonaldTrump Hey, Disgusting Donnie, I have exactly ZERO extra money to play the Stock Market. Pretty sure not a lot of people do.  #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #liarinchief   #noclass   #moron   #ridusofthisdisease  ┌∏┐ (•˽•)┌∏┐",offensive
@realDonaldTrump You are a dirty president. #FuckTrump https://t.co/CLnRSl9KHx,offensive
"@BorisJohnson @BorisJohnson If we want to unite our country and our society, we should actually ask you to F-off our of it #dickhead .",offensive
Trump is just a straight up #douchebag #liar. He needs to save the #bullshit lies for his wives and mistresses and Not the American people.     Mexico Agreed To Deploy National Guard Months Before Deal With Trump: Report  https://t.co/e3GzpLEXLB,offensive
Hypocrit @ICC .. #DhoniKeepsTheGlove #DhoniKeepTheGloves #BCCI https://t.co/5ccC6t6F6X,offensive
"@ICC Are you guys bunch of j****s shameless creatures.Happily tweeting everything but nothing about abandoned matches!! ,And do you have any plans for coming matches? #ShameOnICC #ICCShouldApologize",offensive
@realDonaldTrump The Fraud is occupying the Oval Office. #fraud #crook #swindler #TaxEvasion #MoneyLaundering #traitor #liar #RAPIST #childmolester #Cheater #Grifter #pervert #sexualdeviant,offensive
"@ICC Early morning Farting exercise, organised by ICC for there loyal dogs 🐕   #DhoniKeepsTheGlove",offensive
#white #Rapist - I can get away with #rape starting five #austinwilkerson #brockturner #nicholasfifield #davidbecker #johnenochs https://t.co/zgKIhXGDFA,offensive
@realDonaldTrump is a dirtbag POS and an embarrassment to humankind #FuckTrump #maga #RacistTwat #Trump #TrumpsWorseThanNixon https://t.co/lyvSFCmtpP,offensive
@RudyGiuliani Rudy.. you ARE Idiocy..   #ImpeachTrumpNow   #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,offensive
What pleasure do you get by killing a #livingbeing? I dont think I am wrong in arguing would be the same feeling for a #murderer #convict https://t.co/UU8udboOAd,offensive
@atrupar ✌💚💜🍫🎨🍯😘  #GTFOofMyWhitehouse  #Traitors  #NazisNOTWelcome  #NOQUARTER4Racist  #NOQUARTER4RacistSympathizers  #ResignORImpeach  #Derelict  #Unfit  #Incompetent   #Rapist   #ImpeachTheMF   G E T  O U T...❗❗❗  GET THEM ALL O U T ❗❗❗.,offensive
Enjoying listening to @realDonaldTrump try and backpeddle his comments about accepting foreign help and being a willing participant to #CORRUPTION! #TrumpIsATraitor #trumpcoverup,offensive
#Shocking #Alabama is allowing #rapist #access to sons! #Victim #mother is being #raped #again by the #system. @cnn @BrookeBCNN #smh #rapedbyuncle,offensive
KEEP on the Press .. they still won’t publish #IntlOrgCrime news AND Want to keep presenting TRUMP AS VICTIM MEME.. whaddya think about that #metoo @NCADV IS #adulterer #rapist TRUMP the victim in his $1.5Million payment for #Abortion of OWN CHILD conceived on Ivanka lookalike? https://t.co/qrQ0kX4Vax,offensive
Criminalizing Freedom: The Attacks on Abortion Rights and Free Speech in the Age of Trump #Resist #ResistTrump #FuckTrump https://t.co/42381Od2Ty,offensive
When you tell your mom you got into a political altercation with her lifelong friend and had to unfriend them.  My mom is #ShadyAF  #DontMessWithHerGirls  #MyMomRocks  #MyMom  #FuckTrump https://t.co/G5hpTMI37n,offensive
